,Player,Nation,Pos,Squad,Comp,Age,MP,G/90,G/Sh,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,SucDribble,Dribble,DribbleComp%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%
1733,John McGinn,SCO,MF,Aston Villa,Premier League,27.0,35,0.09,0.07,0,0,3,1339,1006,75.13,4,57,16,28.07,61,41,63,65.08,8,0,70,98,0,22,15,59.26
1734,Weston McKennie,USA,MF,Juventus,Serie A,23.0,21,0.2,0.13,0,0,3,578,443,76.64,0,17,2,11.76,17,10,17,58.82,1,0,19,5,0,27,29,48.24
1735,Stuart McKinstry,SCO,MF,Leeds United,Premier League,19.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
1736,Kenny McLean,SCO,MF,Norwich City,Premier League,30.0,31,0.03,0.03,0,0,1,1058,782,73.91,0,26,1,3.85,24,17,32,53.12,3,0,23,45,0,86,69,55.53
1737,Dwight McNeil,ENG,MF,Burnley,Premier League,22.0,38,0.0,0.0,0,0,0,1150,797,69.3,1,112,26,23.21,36,75,137,54.74,1,0,22,49,0,20,24,45.31
1738,Scott McTominay,SCO,MF,Manchester Utd,Premier League,25.0,30,0.04,0.04,0,0,1,1247,1061,85.08,1,8,1,12.5,33,33,45,73.33,9,0,58,47,0,73,36,66.91
1739,Gary Medel,CHI,DF,Bologna,Serie A,34.0,33,0.0,0.0,0,0,0,1647,1474,89.5,1,3,1,33.33,18,10,13,76.92,10,1,39,31,0,37,34,52.21
1740,Facundo Medina,ARG,DF,Lens,Ligue 1,23.0,31,0.03,0.11,0,0,1,2259,2037,90.17,0,4,0,0.0,52,17,20,85.0,11,0,40,15,0,39,37,51.33
1741,Nathan de Medina,BEL,DF,Arminia,Bundesliga,24.0,19,0.0,0.0,0,0,0,321,230,71.65,0,6,1,16.67,12,1,6,16.67,2,0,13,10,0,8,14,36.33
1742,Ben Mee,ENG,DF,Burnley,Premier League,32.0,21,0.15,0.17,0,0,3,736,539,73.23,0,3,1,33.33,16,4,6,66.67,3,0,14,8,1,92,37,71.36
1743,Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,31.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
1744,Hannibal Mejbri,TUN,FW,Manchester Utd,Premier League,19.0,2,0.0,0.0,0,0,0,20,16,80.0,0,0,0,,0,1,2,50.0,2,0,4,0,0,0,1,0.0
1745,Farid El Melali,ALG,FW,Angers,Ligue 1,24.0,2,0.0,0.0,0,0,0,4,2,50.0,0,1,0,0.0,0,0,1,0.0,0,0,0,1,0,1,0,100.0
1746,Filippo Melegoni,ITA,FWMF,Genoa,Serie A,23.0,25,0.09,0.08,0,0,1,354,246,69.49,0,22,5,22.73,11,9,20,45.0,1,0,15,20,0,9,30,23.18
1747,Óscar Melendo,ESP,MFFW,Espanyol,La Liga,24.0,21,0.0,0.0,0,0,0,446,396,88.79,0,2,1,50.0,7,6,17,35.29,0,0,11,41,0,11,18,37.88
1748,Gonzalo Melero,ESP,MF,Levante,La Liga,28.0,29,0.37,0.25,2,2,7,786,669,85.11,2,3,0,0.0,23,12,20,60.0,5,0,27,31,0,22,37,37.26
1749,Birger Meling,NOR,DF,Rennes,Ligue 1,27.0,31,0.0,0.0,0,0,0,1132,977,86.31,4,17,5,29.41,29,3,6,50.0,3,0,14,23,0,18,25,41.98
1750,Arthur Melo,BRA,MF,Juventus,Serie A,25.0,20,0.0,0.0,0,0,0,700,632,90.29,0,2,0,0.0,14,6,8,75.0,3,0,22,36,0,6,10,37.58
1751,Houboulang Mendes,FRA,DF,Lorient,Ligue 1,24.0,36,0.0,0.0,0,0,0,1449,1199,82.75,1,51,8,15.69,42,15,38,39.47,5,1,41,18,1,43,36,54.3
1752,Nuno Mendes,POR,DF,Paris S-G,Ligue 1,19.0,27,0.0,0.0,0,0,0,1135,993,87.49,1,30,5,16.67,25,19,50,38.0,3,0,21,25,0,9,12,42.98
1753,Pedro Mendes,POR,DF,Montpellier,Ligue 1,31.0,1,0.0,0.0,0,0,0,7,4,57.14,0,0,0,,0,0,0,,0,0,0,0,0,1,0,100.0
1754,Thiago Mendes,BRA,MFDF,Lyon,Ligue 1,30.0,29,0.1,0.13,0,0,2,1561,1377,88.21,1,3,0,0.0,32,8,8,100.0,3,1,25,15,0,22,24,47.75
1755,Tomás Mendes,ESP,MF,Alavés,La Liga,17.0,1,0.0,0.0,0,0,0,5,4,80.0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0.0
1756,Brais Méndez,ESP,MF,Celta Vigo,La Liga,25.0,37,0.12,0.07,0,0,4,1517,1202,79.24,5,40,9,22.5,38,39,83,46.99,8,0,89,60,0,60,59,50.42
1757,Édgar Méndez,ESP,FWMF,Alavés,La Liga,32.0,32,0.06,0.04,0,0,1,432,264,61.11,1,48,15,31.25,16,16,35,45.71,6,0,55,35,0,40,53,42.97
1758,Arial Mendy,SEN,DFFW,Clermont Foot,Ligue 1,27.0,18,0.0,0.0,0,0,0,409,321,78.48,0,22,5,22.73,7,6,21,28.57,1,0,6,12,0,9,9,50.0
1759,Batista Mendy,FRA,MFDF,Angers,Ligue 1,22.0,34,0.04,0.07,0,0,1,1247,1080,86.61,1,6,2,33.33,34,18,31,58.06,5,0,57,12,2,21,31,40.21
1760,Benjamin Mendy,FRA,DF,Manchester City,Premier League,27.0,1,0.0,0.0,0,0,0,84,70,83.33,0,4,1,25.0,1,1,2,50.0,0,0,3,0,0,2,2,50.0
1761,Edouard Mendy,SEN,GK,Chelsea,Premier League,30.0,34,0.0,0.0,0,0,0,938,782,83.37,0,0,0,,0,0,0,,3,0,1,3,0,0,0,
1762,Ferland Mendy,FRA,DF,Real Madrid,La Liga,26.0,22,0.1,0.17,0,0,2,1358,1245,91.68,1,27,5,18.52,16,31,51,60.78,4,0,14,26,0,10,18,35.86
1763,Nampalys Mendy,SEN,MF,Leicester City,Premier League,29.0,14,0.0,0.0,0,0,0,648,600,92.59,0,0,0,,12,3,8,37.5,3,0,22,21,0,6,10,37.41
1764,Gideon Mensah,GHA,DF,Bordeaux,Ligue 1,23.0,23,0.0,0.0,0,0,0,796,650,81.66,2,38,11,28.95,15,21,31,67.74,1,1,17,5,0,17,13,56.7
1765,Jorge Meré,ESP,DF,Köln,Bundesliga,25.0,8,0.0,0.0,0,0,0,303,262,86.47,0,1,0,0.0,3,0,1,0.0,2,0,5,1,0,18,9,66.6
1766,Alex Meret,ITA,GK,Napoli,Serie A,25.0,7,0.0,0.0,0,0,0,193,171,88.6,0,0,0,,0,0,0,,0,0,0,5,0,0,0,
1767,Fran Mérida,ESP,MF,Espanyol,La Liga,32.0,10,0.0,0.0,0,0,0,174,118,67.82,0,1,0,0.0,5,5,7,71.43,2,1,8,6,0,1,5,16.5
1768,Mikel Merino,ESP,MF,Real Sociedad,La Liga,25.0,34,0.09,0.07,0,0,3,1760,1368,77.73,2,20,4,20.0,50,21,37,56.76,8,0,70,73,0,117,79,59.67
1769,Quentin Merlin,FRA,DF,Nantes,Ligue 1,20.0,28,0.09,0.18,0,0,2,1357,1034,76.2,3,69,13,18.84,27,20,34,58.82,0,0,11,6,0,8,27,22.7
1770,Martín Merquelanz,ESP,FW,Rayo Vallecano,La Liga,26.0,4,0.0,0.0,0,0,0,70,50,71.43,0,4,2,50.0,2,7,12,58.33,0,0,2,2,0,4,5,44.51
1771,Yýldýrým Mert Çetin,TUR,DF,Hellas Verona,Serie A,25.0,2,0.0,0.0,0,0,0,34,26,76.47,0,0,0,,0,0,1,0.0,0,0,0,1,0,2,2,50.0
1772,Dries Mertens,BEL,FWMF,Napoli,Serie A,35.0,30,0.71,0.23,1,1,11,552,414,75.0,1,17,3,17.65,11,12,22,54.55,2,0,29,24,0,4,18,18.18
1773,Illan Meslier,FRA,GK,Leeds United,Premier League,22.0,38,0.0,0.0,0,0,0,1376,1008,73.26,0,0,0,,0,2,2,100.0,2,0,0,9,0,0,0,
1774,Lionel Messi,ARG,FWMF,Paris S-G,Ligue 1,34.0,26,0.25,0.07,0,0,6,1667,1414,84.82,14,18,5,27.78,7,70,108,64.81,0,0,8,38,0,6,2,75.76
1775,Junior Messias,BRA,FWMF,Milan,Serie A,31.0,26,0.31,0.11,0,0,5,546,368,67.4,2,35,6,17.14,24,28,58,48.28,2,0,25,26,0,30,43,41.18
1776,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,30.0,17,0.13,0.11,0,0,2,1150,897,78.0,4,47,13,27.66,23,11,16,68.75,4,0,29,8,0,33,12,73.36
1777,Mexer,MOZ,DF,Bordeaux,Ligue 1,33.0,16,0.07,0.2,0,0,1,684,581,84.94,0,2,0,0.0,13,2,4,50.0,2,0,6,7,0,26,26,50.0
1778,Marco Meyerhöfer,GER,DF,Greuther Fürth,Bundesliga,26.0,26,0.04,0.1,0,0,1,1201,894,74.44,0,26,3,11.54,23,20,37,54.05,0,0,23,29,1,28,28,50.0
1779,Matt Miazga,USA,DF,Alavés,La Liga,26.0,11,0.0,0.0,0,0,0,300,235,78.33,0,0,0,,8,0,0,,2,0,8,2,0,38,10,79.11
1780,Kingsley Michael,NGA,MF,Bologna,Serie A,22.0,2,0.0,0.0,0,0,0,30,25,83.33,0,0,0,,2,0,0,,0,0,0,1,0,0,3,0.0
1781,Sven Michel,GER,FW,Union Berlin,Bundesliga,31.0,13,0.79,0.33,0,0,3,122,82,67.21,1,8,2,25.0,7,3,13,23.08,2,0,14,4,0,17,27,38.6
1782,Edouard Michut,FRA,MF,Paris S-G,Ligue 1,19.0,5,0.0,0.0,0,0,0,54,51,94.44,1,0,0,,2,1,3,33.33,0,1,1,4,0,0,1,0.0
1783,Miguel,ESP,FWMF,Alavés,La Liga,22.0,22,0.11,0.05,0,0,1,162,113,69.75,1,7,2,28.57,9,10,23,43.48,2,0,19,23,0,16,53,23.2
1784,Valentin Mihaila,ROU,FWMF,Atalanta,Serie A,22.0,5,0.0,0.0,0,0,0,37,19,51.35,0,4,0,0.0,1,0,1,0.0,0,0,2,0,0,2,5,28.57
1785,Mikael,BRA,FWMF,Salernitana,Serie A,23.0,7,0.0,0.0,0,0,0,16,11,68.75,0,0,0,,1,0,2,0.0,0,0,3,3,0,5,12,29.41
1786,Hilmir Mikaelsson,ISL,FW,Venezia,Serie A,18.0,1,0.0,0.0,0,0,0,1,1,100.0,0,0,0,,0,0,0,,0,0,0,0,0,0,3,0.0
1787,Georges Mikautadze,GEO,FW,Metz,Ligue 1,21.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
1788,William Mikelbrencis,FRA,DF,Metz,Ligue 1,18.0,9,0.0,0.0,0,0,0,313,220,70.29,1,15,0,0.0,10,6,16,37.5,0,0,12,3,0,3,7,29.93
1789,Nikola Milenkovi?,SRB,DF,Fiorentina,Serie A,24.0,34,0.03,0.04,0,0,1,2097,1882,89.75,0,2,0,0.0,25,2,3,66.67,10,1,49,24,0,125,38,76.69
1790,Arkadiusz Milik,POL,FW,Marseille,Ligue 1,28.0,23,0.45,0.11,1,1,7,384,310,80.73,2,3,0,0.0,5,3,8,37.5,1,0,21,14,0,33,28,54.12
1791,Sergej Milinkovi?-Savi?,SRB,MF,Lazio,Serie A,27.0,37,0.32,0.15,0,0,11,2370,1939,81.81,10,50,11,22.0,41,38,77,49.35,6,1,64,53,0,100,82,55.01
1792,Vanja Milinkovi?-Savi?,SRB,GK,Torino,Serie A,25.0,27,0.0,0.0,0,0,0,1031,537,52.09,0,0,0,,0,2,2,100.0,3,0,2,2,0,0,0,
1793,Éder Militão,BRA,DF,Real Madrid,La Liga,24.0,34,0.03,0.03,0,0,1,1994,1778,89.17,2,12,1,8.33,40,12,21,57.14,5,0,41,41,0,96,36,72.7
1794,Luka Milivojevi?,SRB,MF,Crystal Palace,Premier League,31.0,15,0.0,0.0,0,0,0,485,387,79.79,0,15,2,13.33,13,2,3,66.67,1,0,17,12,1,17,8,68.04
1795,Luis Milla,ESP,MF,Granada,La Liga,27.0,33,0.1,0.0,3,3,3,1448,1149,79.35,3,36,11,30.56,31,22,34,64.71,4,0,39,68,0,37,53,41.2
1796,Pere Milla,ESP,FWMF,Elche,La Liga,29.0,32,0.44,0.28,0,0,8,533,391,73.36,3,10,3,30.0,18,18,39,46.15,4,0,26,53,0,29,56,34.05
1797,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,19.0,6,0.0,0.0,0,0,0,29,24,82.76,1,0,0,,0,0,2,0.0,0,0,1,2,0,3,1,74.96
1798,James Milner,ENG,MFDF,Liverpool,Premier League,36.0,24,0.0,0.0,0,0,0,747,622,83.27,1,20,2,10.0,23,3,5,60.0,2,0,17,20,0,14,11,55.89
1799,Santi Mina,ESP,FW,Celta Vigo,La Liga,26.0,33,0.27,0.12,0,1,7,673,455,67.61,3,12,0,0.0,21,10,23,43.48,4,0,56,49,0,141,178,44.19
1800,Yerry Mina,COL,DF,Everton,Premier League,27.0,13,0.0,0.0,0,0,0,353,289,81.87,0,2,0,0.0,12,0,1,0.0,3,0,9,9,0,38,17,69.06
1801,Takumi Minamino,JPN,FWMF,Liverpool,Premier League,27.0,11,1.43,0.43,0,0,3,74,62,83.78,0,0,0,,2,1,6,16.67,1,0,4,4,0,3,4,42.94
1802,Tyrone Mings,ENG,DF,Aston Villa,Premier League,29.0,36,0.03,0.05,0,0,1,1580,1272,80.51,3,4,1,25.0,21,9,11,81.82,11,0,29,27,0,95,49,66.01
1803,Óscar Mingueza,ESP,DF,Barcelona,La Liga,23.0,19,0.0,0.0,0,0,0,761,663,87.12,1,28,7,25.0,12,5,6,83.33,2,0,12,5,0,10,7,58.72
1804,Rafa Mir,ESP,FW,Sevilla,La Liga,24.0,34,0.5,0.16,0,0,10,352,241,68.47,0,9,1,11.11,7,14,25,56.0,6,0,33,21,0,71,69,50.72
1805,Jorge Miramón,ESP,DF,Levante,La Liga,32.0,29,0.05,0.14,0,0,1,1035,791,76.43,0,40,8,20.0,25,18,28,64.29,5,0,32,26,0,26,23,52.91
1806,Aleksei Miranchuk,RUS,MFFW,Atalanta,Serie A,26.0,19,0.23,0.14,0,0,2,383,317,82.77,5,8,1,12.5,5,16,31,51.61,0,0,17,22,0,10,19,34.42
1807,Juan Miranda,ESP,DF,Betis,La Liga,22.0,13,0.0,0.0,0,0,0,515,394,76.5,2,28,4,14.29,13,2,7,28.57,3,0,15,16,0,17,19,47.22
1808,Fabio Miretti,ITA,MF,Juventus,Serie A,18.0,6,0.0,0.0,0,0,0,149,123,82.55,0,2,0,0.0,5,0,2,0.0,0,0,4,4,0,5,4,55.6
1809,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,22.0,36,0.0,0.0,0,0,0,1895,1382,72.93,2,56,16,28.57,54,15,29,51.72,1,0,22,17,0,33,40,45.28
1810,Stefan Mitrovi?,SRB,DF,Getafe,La Liga,32.0,32,0.03,0.2,0,0,1,907,714,78.72,0,0,0,,8,2,3,66.67,8,1,16,3,0,93,40,69.93
1811,Maximilian Mittelstädt,GER,DFFW,Hertha BSC,Bundesliga,25.0,24,0.0,0.0,0,0,0,790,542,68.61,5,54,11,20.37,31,28,46,60.87,3,0,25,38,0,29,33,46.79
1812,Henrikh Mkhitaryan,ARM,MFFW,Roma,Serie A,33.0,31,0.18,0.09,0,0,5,1173,970,82.69,6,34,6,17.65,32,30,61,49.18,4,1,48,56,0,12,19,38.39
1813,Jakub Moder,POL,MFFW,Brighton,Premier League,23.0,28,0.0,0.0,0,0,0,805,590,73.29,3,28,3,10.71,29,14,34,41.18,1,0,23,11,0,23,41,35.99
1814,Anthony Modeste,FRA,FW,Köln,Bundesliga,34.0,32,0.69,0.18,1,1,20,443,292,65.91,4,12,2,16.67,6,9,20,45.0,4,0,41,38,0,109,87,55.62
1815,Marco Modolo,ITA,DF,Venezia,Serie A,33.0,6,0.0,0.0,0,0,0,152,124,81.58,0,0,0,,3,1,1,100.0,2,0,6,4,0,12,11,52.2
1816,Luka Modri?,CRO,MF,Real Madrid,La Liga,36.0,28,0.09,0.04,1,1,2,1732,1526,88.11,8,33,4,12.12,13,26,41,63.41,4,0,24,41,0,10,16,38.26
1817,Terem Moffi,NGA,FW,Lorient,Ligue 1,23.0,37,0.27,0.1,2,2,8,569,425,74.69,4,15,4,26.67,14,37,65,56.92,1,0,28,22,0,59,101,36.84
1818,Kevin Möhwald,GER,MF,Union Berlin,Bundesliga,28.0,16,0.0,0.0,0,0,0,179,143,79.89,0,5,4,80.0,3,2,6,33.33,2,0,5,4,0,5,5,50.0
1819,Dion Moise Sahi,CIV,FWMF,Strasbourg,Ligue 1,20.0,8,0.0,0.0,0,0,0,43,40,93.02,0,2,1,50.0,0,1,6,16.67,0,0,1,4,0,1,3,24.91
1820,Johan Mojica,COL,DF,Elche,La Liga,29.0,33,0.06,0.13,0,0,2,1859,1421,76.44,5,124,26,20.97,29,26,77,33.77,4,1,36,51,0,36,20,64.41
1821,Clinton Mola,ENG,DF,Stuttgart,Bundesliga,21.0,3,0.0,0.0,0,0,0,116,106,91.38,0,0,0,,0,1,1,100.0,0,0,0,1,0,7,4,63.59
1822,Jorge Molina,ESP,FW,Granada,La Liga,40.0,35,0.46,0.22,0,1,10,533,345,64.73,5,10,1,10.0,6,5,16,31.25,2,0,24,44,0,108,125,46.35
1823,Nahuel Molina,ARG,DF,Udinese,Serie A,24.0,35,0.24,0.16,0,0,7,1237,876,70.82,2,83,20,24.1,26,28,52,53.85,7,1,33,17,0,15,24,38.35
1824,Cristian Molinaro,ITA,DF,Venezia,Serie A,38.0,8,0.0,0.0,0,0,0,323,245,75.85,1,11,3,27.27,9,9,9,100.0,0,0,7,8,0,8,4,66.5
1825,Florent Mollet,FRA,FWMF,Montpellier,Ligue 1,30.0,35,0.21,0.11,0,0,6,1195,967,80.92,2,55,8,14.55,17,18,41,43.9,6,0,37,49,0,14,29,32.65
1826,Jon Moncayola,ESP,MF,Osasuna,La Liga,24.0,36,0.06,0.05,0,0,2,1396,1088,77.94,3,52,8,15.38,19,11,17,64.71,2,0,22,23,0,25,26,49.04
1827,Monchu,ESP,MF,Granada,La Liga,22.0,14,0.0,0.0,0,0,0,345,285,82.61,0,4,2,50.0,8,4,9,44.44,3,1,31,13,0,11,13,45.85
1828,Thomas Monconduit,FRA,MF,Lorient,Ligue 1,31.0,34,0.12,0.08,0,0,3,1289,1012,78.51,2,18,3,16.67,29,24,38,63.16,5,0,54,34,0,44,26,62.86
1829,Gonzalo Montiel,ARG,DF,Sevilla,La Liga,25.0,18,0.08,0.2,0,0,1,707,550,77.79,2,28,7,25.0,4,5,9,55.56,7,0,12,13,0,12,8,60.0
1830,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,26.0,34,0.0,0.0,0,0,0,979,547,55.87,0,0,0,,0,1,1,100.0,1,0,0,4,0,0,0,
1831,Ángel Montoro,ESP,MF,Granada,La Liga,33.0,24,0.07,0.05,0,0,1,663,498,75.11,1,14,2,14.29,18,3,5,60.0,5,0,31,21,0,10,22,31.34
1832,Martín Montoya,ESP,DF,Betis,La Liga,31.0,6,0.0,0.0,0,0,0,311,254,81.67,1,11,2,18.18,9,0,3,0.0,2,0,11,11,0,9,6,60.08
1833,Wesley Moraes,BRA,FW,Aston Villa,Premier League,25.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,50.0
1834,Álvaro Morata,ESP,FW,Juventus,Serie A,29.0,35,0.35,0.13,1,1,9,678,512,75.52,4,28,6,21.43,15,20,45,44.44,5,0,49,84,0,39,41,48.72
1835,Jan Morávek,CZE,MF,Augsburg,Bundesliga,32.0,17,0.0,0.0,0,0,0,186,133,71.51,0,3,0,0.0,5,5,8,62.5,1,0,7,2,0,10,16,38.4
1836,Jon Morcillo,ESP,MF,Athletic Club,La Liga,23.0,7,0.0,0.0,0,0,0,34,20,58.82,0,6,0,0.0,0,0,1,0.0,2,0,4,1,0,1,0,100.0
1837,Jérémy Morel,MAD,DF,Lorient,Ligue 1,38.0,9,0.0,0.0,0,0,0,297,254,85.52,0,0,0,,12,2,3,66.67,0,0,3,8,0,8,9,47.04
1838,Alberto Moreno,ESP,MFDF,Villarreal,La Liga,29.0,24,0.22,0.14,0,0,3,622,500,80.39,2,32,7,21.88,12,8,15,53.33,3,0,27,22,0,8,17,32.07
1839,Álex Moreno,ESP,DF,Betis,La Liga,28.0,30,0.19,0.19,0,0,5,1408,1042,74.01,3,74,13,17.57,44,27,60,45.0,3,1,35,41,0,37,39,48.77
1840,Gerard Moreno,ESP,FW,Villarreal,La Liga,30.0,17,0.68,0.22,1,2,9,474,324,68.35,3,13,4,30.77,4,34,54,62.96,2,0,14,20,0,30,25,54.57
1841,Tete Morente,ESP,MFFW,Elche,La Liga,25.0,32,0.17,0.1,0,0,3,597,419,70.18,3,43,11,25.58,14,27,61,44.26,4,0,34,28,0,19,24,44.12
1842,Ilaix Moriba,GUI,MF,RB Leipzig,Bundesliga,19.0,2,0.0,0.0,0,0,0,18,15,83.33,0,0,0,,0,0,0,,0,0,1,3,0,0,2,0.0
1843,Ilaix Moriba,GUI,MF,Valencia,La Liga,19.0,14,0.0,0.0,0,0,0,289,223,77.16,0,4,1,25.0,17,9,18,50.0,9,1,21,29,0,21,19,52.5
1844,Manu Morlanes,ESP,MF,Espanyol,La Liga,23.0,27,0.16,0.25,0,0,2,644,563,87.42,0,5,2,40.0,20,11,13,84.62,6,1,16,15,0,22,24,47.79
1845,Raúl Moro,ESP,FW,Lazio,Serie A,19.0,11,0.0,0.0,0,0,0,88,76,86.36,1,4,1,25.0,0,4,9,44.44,0,0,0,1,0,1,1,50.0
1846,Loren Morón,ESP,FWMF,Espanyol,La Liga,28.0,21,0.16,0.1,0,0,1,94,57,60.64,0,5,1,20.0,7,2,6,33.33,0,0,11,15,0,30,32,48.37
1847,Loren Morón,ESP,FW,Betis,La Liga,28.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0.0
1848,Tyler Morton,ENG,MF,Liverpool,Premier League,19.0,2,0.0,0.0,0,0,0,39,34,87.18,0,0,0,,0,0,0,,1,0,1,0,0,3,3,50.0
1849,Cristhian Mosquera,COL,DF,Valencia,La Liga,17.0,6,0.0,0.0,0,0,0,75,66,88.0,0,0,0,,3,0,1,0.0,1,0,4,0,0,2,3,39.9
1850,Lebo Mothiba,RSA,FWMF,Troyes,Ligue 1,26.0,13,0.34,0.2,1,1,2,127,108,85.04,0,3,1,33.33,6,2,6,33.33,1,0,10,15,0,8,16,33.33
1851,Lebo Mothiba,RSA,FW,Strasbourg,Ligue 1,26.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
1852,Andrei Motoc,ROU,DF,Salernitana,Serie A,20.0,1,0.0,0.0,0,0,0,22,18,81.82,0,0,0,,2,0,0,,0,0,0,2,0,0,1,0.0
1853,Baptiste Mouazan,FRA,MF,Lorient,Ligue 1,20.0,3,0.0,0.0,0,0,0,31,24,77.42,0,2,0,0.0,3,1,1,100.0,0,0,3,0,0,1,2,33.33
1854,Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,21.0,14,0.0,0.0,0,0,0,232,202,87.07,0,1,0,0.0,6,7,18,38.89,1,0,6,10,0,11,10,52.4
1855,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,17.0,16,0.8,0.25,0,0,2,43,36,83.72,0,1,0,0.0,1,1,7,14.29,1,0,6,4,0,2,7,22.22
1856,Harold Moukoudi,CMR,DF,Saint-Étienne,Ligue 1,24.0,24,0.0,0.0,0,0,0,915,830,90.71,0,0,0,,22,5,8,62.5,3,0,14,6,0,34,20,63.01
1857,Jessy Moulin,FRA,GK,Troyes,Ligue 1,36.0,7,0.0,0.0,0,0,0,237,166,70.04,0,0,0,,0,0,0,,3,1,1,2,0,0,0,
1858,Steve Mounié,BEN,FW,Brest,Ligue 1,27.0,35,0.35,0.1,2,2,9,727,452,62.17,2,11,1,9.09,13,8,19,42.11,2,0,51,36,0,251,136,64.87
1859,Mason Mount,ENG,MFFW,Chelsea,Premier League,23.0,32,0.42,0.13,1,1,11,1271,990,77.89,10,79,10,12.66,29,22,46,47.83,4,0,37,29,0,11,39,22.11
1860,Lucas Moura,BRA,FWMF,Tottenham,Premier League,29.0,34,0.1,0.05,0,0,2,765,576,75.29,6,26,6,23.08,14,40,73,54.79,4,0,26,53,0,48,33,59.22
1861,Lys Mousset,FRA,FWMF,Salernitana,Serie A,26.0,6,0.0,0.0,0,0,0,47,39,82.98,1,1,1,100.0,0,4,9,44.44,2,0,4,2,0,1,5,16.77
1862,João Moutinho,POR,MF,Wolves,Premier League,35.0,35,0.06,0.1,0,0,2,1983,1670,84.22,1,32,3,9.38,54,17,25,68.0,4,0,49,23,0,18,27,40.15
1863,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,25.0,30,0.0,0.0,0,0,0,716,607,84.78,1,7,1,14.29,42,7,13,53.85,5,0,37,11,0,16,22,42.04
1864,Toni Moya,ESP,MF,Alavés,La Liga,24.0,28,0.0,0.0,0,0,0,608,419,68.91,1,30,2,6.67,18,16,20,80.0,2,0,34,12,0,19,21,47.49
1865,Samuel Mráz,SVK,FW,Spezia,Serie A,25.0,2,0.0,0.0,0,0,0,11,8,72.73,0,0,0,,0,0,0,,0,0,2,0,0,1,4,20.02
1866,Nordi Mukiele,FRA,DF,RB Leipzig,Bundesliga,24.0,28,0.05,0.05,0,0,1,1140,860,75.44,3,40,8,20.0,28,15,38,39.47,3,0,26,25,0,51,31,62.25
1867,Mert Müldür,TUR,DF,Sassuolo,Serie A,23.0,31,0.0,0.0,0,0,0,1198,968,80.8,0,34,5,14.71,30,24,31,77.42,5,0,28,16,0,13,27,32.39
1868,Florian Müller,GER,GK,Stuttgart,Bundesliga,24.0,30,0.0,0.0,0,0,0,1011,849,83.98,0,0,0,,0,0,0,,0,0,0,4,0,0,0,
1869,Thomas Müller,GER,MF,Bayern Munich,Bundesliga,32.0,32,0.28,0.15,0,0,8,1512,1131,74.8,18,77,23,29.87,25,14,26,53.85,0,0,16,33,1,45,64,41.25
1870,Bali Mumba,ENG,DF,Norwich City,Premier League,20.0,1,0.0,0.0,0,0,0,10,7,70.0,0,0,0,,0,0,1,0.0,0,0,0,0,0,0,1,0.0
1871,Marshall Munetsi,ZIM,MFDF,Reims,Ligue 1,25.0,24,0.24,0.16,0,0,5,670,545,81.34,1,2,0,0.0,23,5,10,50.0,7,0,45,25,0,54,35,60.71
1872,Iker Muniain,ESP,MF,Athletic Club,La Liga,29.0,35,0.13,0.08,1,3,4,1594,1247,78.23,10,80,12,15.0,21,60,106,56.6,3,0,15,99,0,6,12,32.76
1873,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,24.0,20,0.0,0.0,0,0,0,759,582,76.68,0,33,4,12.12,18,13,27,48.15,4,1,28,16,0,27,31,46.53
1874,Luis Muriel,COL,FW,Atalanta,Serie A,31.0,27,0.53,0.13,2,2,9,770,561,72.86,8,32,8,25.0,7,53,94,56.38,1,0,16,29,0,33,38,46.51
1875,Jeison Murillo,COL,DF,Celta Vigo,La Liga,30.0,19,0.0,0.0,0,0,0,705,630,89.36,0,0,0,,7,1,2,50.0,5,1,13,14,0,34,26,56.61
1876,Vedat Muriqi,KVX,FW,Lazio,Serie A,28.0,11,0.0,0.0,0,0,0,69,46,66.67,0,1,0,0.0,0,1,4,25.0,1,0,6,9,0,13,18,41.95
